edo_code,year,sex,rango_edad,escolaridad,pob,homtot,thom,edo_nom
03,2012,Ambos,41 - 64,No determinado,,5,,Baja California Sur
03,2012,Ambos,41 - 64,Preparatoria,24345.236,2,8.2151594,Baja California Sur
03,2012,Ambos,41 - 64,Primaria,46899.512,4,8.5288734,Baja California Sur
03,2012,Ambos,41 - 64,Secundaria,39136.578,3,7.6654634,Baja California Sur
03,2012,Ambos,41 - 64,Sin escolaridad,6638.2017,0,0,Baja California Sur
03,2012,Ambos,41 - 64,Todos,145380.88,15,10.317726,Baja California Sur
03,2012,Ambos,6 - 11,No determinado,,0,,Baja California Sur
03,2012,Ambos,6 - 11,Primaria,61687.559,0,0,Baja California Sur
03,2012,Ambos,6 - 11,Sin escolaridad,1022.0425,0,0,Baja California Sur
03,2012,Ambos,6 - 11,Todos,79295.719,0,0,Baja California Sur
03,2012,Ambos,65 +,Licenciatura o más,3341.3767,0,0,Baja California Sur
03,2012,Ambos,65 +,No determinado,,0,,Baja California Sur
03,2012,Ambos,65 +,Preparatoria,1366.0054,1,73.206154,Baja California Sur
03,2012,Ambos,65 +,Primaria,16722.41,0,0,Baja California Sur
03,2012,Ambos,65 +,Secundaria,3933.259,0,0,Baja California Sur
03,2012,Ambos,65 +,Sin escolaridad,4883.0586,0,0,Baja California Sur
03,2012,Ambos,65 +,Todos,30448.014,1,3.2842865,Baja California Sur
03,2012,Ambos,Todos,Licenciatura o más,102830.27,1,.97247636,Baja California Sur
03,2012,Ambos,Todos,No determinado,,8,,Baja California Sur
03,2012,Ambos,Todos,Preparatoria,131164.27,6,4.5744166,Baja California Sur
03,2012,Ambos,Todos,Primaria,199143.92,10,5.0214939,Baja California Sur
03,2012,Ambos,Todos,Secundaria,173737.44,7,4.0290685,Baja California Sur
03,2012,Ambos,Todos,Sin escolaridad,39841.91,0,0,Baja California Sur
03,2012,Ambos,Todos,Todos,683099,37,5.4164915,Baja California Sur
03,2012,Hombre,0 - 5,No determinado,,0,,Baja California Sur
03,2012,Hombre,0 - 5,Sin escolaridad,20158.58,0,0,Baja California Sur
03,2012,Hombre,0 - 5,Todos,40170.445,0,0,Baja California Sur
03,2012,Hombre,12 - 15,No determinado,,0,,Baja California Sur
03,2012,Hombre,12 - 15,Preparatoria,474.02548,0,0,Baja California Sur
03,2012,Hombre,12 - 15,Primaria,11369.864,0,0,Baja California Sur
03,2012,Hombre,12 - 15,Secundaria,13868.389,0,0,Baja California Sur
03,2012,Hombre,12 - 15,Sin escolaridad,56.612705,0,0,Baja California Sur
03,2012,Hombre,12 - 15,Todos,25855.469,0,0,Baja California Sur
03,2012,Hombre,16 - 18,Licenciatura o más,163.03876,0,0,Baja California Sur
03,2012,Hombre,16 - 18,No determinado,,0,,Baja California Sur
03,2012,Hombre,16 - 18,Preparatoria,9319.0713,1,10.730683,Baja California Sur
03,2012,Hombre,16 - 18,Primaria,1816.6372,0,0,Baja California Sur
03,2012,Hombre,16 - 18,Secundaria,7640.5254,0,0,Baja California Sur
03,2012,Hombre,16 - 18,Sin escolaridad,92.971756,0,0,Baja California Sur
03,2012,Hombre,16 - 18,Todos,19062.781,1,5.2458243,Baja California Sur
03,2012,Hombre,19 - 25,Licenciatura o más,9363.5342,0,0,Baja California Sur
03,2012,Hombre,19 - 25,No determinado,,2,,Baja California Sur
03,2012,Hombre,19 - 25,Preparatoria,15433.123,0,0,Baja California Sur
03,2012,Hombre,19 - 25,Primaria,5283.2656,2,37.855373,Baja California Sur
03,2012,Hombre,19 - 25,Secundaria,13678.884,2,14.621076,Baja California Sur
03,2012,Hombre,19 - 25,Sin escolaridad,619.28436,0,0,Baja California Sur
03,2012,Hombre,19 - 25,Todos,44461.207,6,13.49491,Baja California Sur
03,2012,Hombre,26 - 40,Licenciatura o más,21580.643,1,4.6337824,Baja California Sur
03,2012,Hombre,26 - 40,No determinado,,1,,Baja California Sur
03,2012,Hombre,26 - 40,Preparatoria,22998.928,2,8.6960573,Baja California Sur
03,2012,Hombre,26 - 40,Primaria,16067.373,3,18.671379,Baja California Sur
03,2012,Hombre,26 - 40,Secundaria,26765.365,2,7.4723434,Baja California Sur
03,2012,Hombre,26 - 40,Sin escolaridad,1947.4016,0,0,Baja California Sur
03,2012,Hombre,26 - 40,Todos,89644.766,11,12.270655,Baja California Sur
03,2012,Hombre,41 - 64,Licenciatura o más,17013.574,0,0,Baja California Sur
03,2012,Hombre,41 - 64,No determinado,,3,,Baja California Sur
03,2012,Hombre,41 - 64,Preparatoria,12906.518,2,15.496047,Baja California Sur
03,2012,Hombre,41 - 64,Primaria,21820.52,3,13.748527,Baja California Sur
03,2012,Hombre,41 - 64,Secundaria,19284.154,3,15.556814,Baja California Sur
03,2012,Hombre,41 - 64,Sin escolaridad,2891.4172,0,0,Baja California Sur
03,2012,Hombre,41 - 64,Todos,74112.727,12,16.191551,Baja California Sur
03,2012,Hombre,6 - 11,No determinado,,0,,Baja California Sur
03,2012,Hombre,6 - 11,Primaria,31289.713,0,0,Baja California Sur
03,2012,Hombre,6 - 11,Sin escolaridad,609.73315,0,0,Baja California Sur
03,2012,Hombre,6 - 11,Todos,40587.16,0,0,Baja California Sur
03,2012,Hombre,65 +,Licenciatura o más,2332.6765,0,0,Baja California Sur
03,2012,Hombre,65 +,No determinado,,0,,Baja California Sur
03,2012,Hombre,65 +,Preparatoria,748.4566,1,133.60828,Baja California Sur
03,2012,Hombre,65 +,Primaria,7568.4546,0,0,Baja California Sur
03,2012,Hombre,65 +,Secundaria,1903.7008,0,0,Baja California Sur
03,2012,Hombre,65 +,Sin escolaridad,2198.3538,0,0,Baja California Sur
03,2012,Hombre,65 +,Todos,14849.842,1,6.7340784,Baja California Sur
03,2012,Hombre,Todos,Licenciatura o más,55157.285,1,1.8129971,Baja California Sur
03,2012,Hombre,Todos,No determinado,,6,,Baja California Sur
03,2012,Hombre,Todos,Preparatoria,66370.07,6,9.0402193,Baja California Sur
03,2012,Hombre,Todos,Primaria,99930.664,8,8.0055504,Baja California Sur
03,2012,Hombre,Todos,Secundaria,88921.82,7,7.8720837,Baja California Sur
03,2012,Hombre,Todos,Sin escolaridad,19357.17,0,0,Baja California Sur
03,2012,Hombre,Todos,Todos,348744.41,33,9.4625177,Baja California Sur
03,2012,Mujer,0 - 5,No determinado,,0,,Baja California Sur
03,2012,Mujer,0 - 5,Sin escolaridad,20718.996,0,0,Baja California Sur
03,2012,Mujer,0 - 5,Todos,38228.188,0,0,Baja California Sur
03,2012,Mujer,12 - 15,No determinado,,0,,Baja California Sur
03,2012,Mujer,12 - 15,Preparatoria,678.37543,0,0,Baja California Sur
03,2012,Mujer,12 - 15,Primaria,9653.8984,0,0,Baja California Sur
03,2012,Mujer,12 - 15,Secundaria,14208.187,0,0,Baja California Sur
03,2012,Mujer,12 - 15,Sin escolaridad,91.103943,0,0,Baja California Sur
03,2012,Mujer,12 - 15,Todos,24746.594,0,0,Baja California Sur
03,2012,Mujer,16 - 18,Licenciatura o más,229.83122,0,0,Baja California Sur
03,2012,Mujer,16 - 18,No determinado,,0,,Baja California Sur
03,2012,Mujer,16 - 18,Preparatoria,10319.409,0,0,Baja California Sur
03,2012,Mujer,16 - 18,Primaria,1103.7914,0,0,Baja California Sur
03,2012,Mujer,16 - 18,Secundaria,6367.5903,0,0,Baja California Sur
03,2012,Mujer,16 - 18,Sin escolaridad,87.865608,0,0,Baja California Sur
03,2012,Mujer,16 - 18,Todos,18179.412,0,0,Baja California Sur
03,2012,Mujer,19 - 25,Licenciatura o más,11164.742,0,0,Baja California Sur
03,2012,Mujer,19 - 25,No determinado,,0,,Baja California Sur
03,2012,Mujer,19 - 25,Preparatoria,15342.561,0,0,Baja California Sur
03,2012,Mujer,19 - 25,Primaria,3891.688,0,0,Baja California Sur
03,2012,Mujer,19 - 25,Secundaria,11355.775,0,0,Baja California Sur
03,2012,Mujer,19 - 25,Sin escolaridad,463.61383,0,0,Baja California Sur
03,2012,Mujer,19 - 25,Todos,42235.051,0,0,Baja California Sur
03,2012,Mujer,26 - 40,Licenciatura o más,21474.305,0,0,Baja California Sur
03,2012,Mujer,26 - 40,No determinado,,0,,Baja California Sur
03,2012,Mujer,26 - 40,Preparatoria,22660.791,0,0,Baja California Sur
03,2012,Mujer,26 - 40,Primaria,13693.021,1,7.3029904,Baja California Sur
03,2012,Mujer,26 - 40,Secundaria,25769.516,0,0,Baja California Sur
03,2012,Mujer,26 - 40,Sin escolaridad,1639.8455,0,0,Baja California Sur
03,2012,Mujer,26 - 40,Todos,85390.469,1,1.1710908,Baja California Sur
03,2012,Mujer,41 - 64,Licenciatura o más,10922.965,0,0,Baja California Sur
03,2012,Mujer,41 - 64,No determinado,,2,,Baja California Sur
03,2012,Mujer,41 - 64,Preparatoria,11443.886,0,0,Baja California Sur
03,2012,Mujer,41 - 64,Primaria,25074.783,1,3.9880705,Baja California Sur
03,2012,Mujer,41 - 64,Secundaria,19849.041,0,0,Baja California Sur
03,2012,Mujer,41 - 64,Sin escolaridad,3745.7446,0,0,Baja California Sur
03,2012,Mujer,41 - 64,Todos,71268.141,3,4.2094545,Baja California Sur
03,2012,Mujer,6 - 11,No determinado,,0,,Baja California Sur
03,2012,Mujer,6 - 11,Primaria,30379.928,0,0,Baja California Sur
03,2012,Mujer,6 - 11,Sin escolaridad,417.68652,0,0,Baja California Sur
03,2012,Mujer,6 - 11,Todos,38708.559,0,0,Baja California Sur
03,2012,Mujer,65 +,Licenciatura o más,979.17212,0,0,Baja California Sur
03,2012,Mujer,65 +,No determinado,,0,,Baja California Sur
03,2012,Mujer,65 +,Preparatoria,615.37195,0,0,Baja California Sur
03,2012,Mujer,65 +,Primaria,9167.9023,0,0,Baja California Sur
03,2012,Mujer,65 +,Secundaria,2042.9296,0,0,Baja California Sur
03,2012,Mujer,65 +,Sin escolaridad,2690.1389,0,0,Baja California Sur
03,2012,Mujer,65 +,Todos,15598.172,0,0,Baja California Sur
03,2012,Mujer,Todos,Licenciatura o más,47698.793,0,0,Baja California Sur
03,2012,Mujer,Todos,No determinado,,2,,Baja California Sur
03,2012,Mujer,Todos,Preparatoria,64789.734,0,0,Baja California Sur
03,2012,Mujer,Todos,Primaria,99192.086,2,2.0162899,Baja California Sur
03,2012,Mujer,Todos,Secundaria,84823.703,0,0,Baja California Sur
03,2012,Mujer,Todos,Sin escolaridad,20472.66,0,0,Baja California Sur
03,2012,Mujer,Todos,Todos,334354.59,4,1.1963347,Baja California Sur
03,2013,Ambos,0 - 5,No determinado,,0,,Baja California Sur
03,2013,Ambos,0 - 5,Sin escolaridad,41126.941,0,0,Baja California Sur
03,2013,Ambos,0 - 5,Todos,79978.492,0,0,Baja California Sur
03,2013,Ambos,12 - 15,No determinado,,0,,Baja California Sur
03,2013,Ambos,12 - 15,Preparatoria,1174.6947,0,0,Baja California Sur
03,2013,Ambos,12 - 15,Primaria,20538.037,1,4.8690143,Baja California Sur
03,2013,Ambos,12 - 15,Secundaria,29690.67,1,3.3680615,Baja California Sur
03,2013,Ambos,12 - 15,Sin escolaridad,152.96783,0,0,Baja California Sur
03,2013,Ambos,12 - 15,Todos,51724.063,2,3.8666723,Baja California Sur
03,2013,Ambos,16 - 18,Licenciatura o más,441.05432,0,0,Baja California Sur
03,2013,Ambos,16 - 18,No determinado,,0,,Baja California Sur
03,2013,Ambos,16 - 18,Preparatoria,20996.141,0,0,Baja California Sur
03,2013,Ambos,16 - 18,Primaria,2754.2957,1,36.306923,Baja California Sur
03,2013,Ambos,16 - 18,Secundaria,13634.532,0,0,Baja California Sur
03,2013,Ambos,16 - 18,Sin escolaridad,190.0023,0,0,Baja California Sur
03,2013,Ambos,16 - 18,Todos,38086.227,1,2.6256211,Baja California Sur
03,2013,Ambos,19 - 25,Licenciatura o más,21485.096,0,0,Baja California Sur
03,2013,Ambos,19 - 25,No determinado,,0,,Baja California Sur
03,2013,Ambos,19 - 25,Preparatoria,32306.992,0,0,Baja California Sur
03,2013,Ambos,19 - 25,Primaria,8844.3438,4,45.226646,Baja California Sur
03,2013,Ambos,19 - 25,Secundaria,25292.34,2,7.9075327,Baja California Sur
03,2013,Ambos,19 - 25,Sin escolaridad,984.66241,0,0,Baja California Sur
03,2013,Ambos,19 - 25,Todos,88999.797,6,6.7415886,Baja California Sur
03,2013,Ambos,26 - 40,Licenciatura o más,44782.934,1,2.2329936,Baja California Sur
03,2013,Ambos,26 - 40,No determinado,,3,,Baja California Sur
03,2013,Ambos,26 - 40,Preparatoria,47985.477,4,8.3358555,Baja California Sur
03,2013,Ambos,26 - 40,Primaria,30141.963,1,3.3176339,Baja California Sur
03,2013,Ambos,26 - 40,Secundaria,53710.941,5,9.3090906,Baja California Sur
03,2013,Ambos,26 - 40,Sin escolaridad,3378.397,0,0,Baja California Sur
03,2013,Ambos,26 - 40,Todos,180352.5,16,8.8715153,Baja California Sur
03,2013,Ambos,41 - 64,Licenciatura o más,28988.85,2,6.8992043,Baja California Sur
03,2013,Ambos,41 - 64,No determinado,,3,,Baja California Sur
03,2013,Ambos,41 - 64,Preparatoria,26640.688,3,11.260971,Baja California Sur
03,2013,Ambos,41 - 64,Primaria,48076.363,2,4.1600485,Baja California Sur
03,2013,Ambos,41 - 64,Secundaria,42339.598,2,4.7237105,Baja California Sur
03,2013,Ambos,41 - 64,Sin escolaridad,6880.2783,0,0,Baja California Sur
03,2013,Ambos,41 - 64,Todos,153333.75,15,9.7825823,Baja California Sur
03,2013,Ambos,6 - 11,No determinado,,0,,Baja California Sur
03,2013,Ambos,6 - 11,Primaria,63640.738,0,0,Baja California Sur
03,2013,Ambos,6 - 11,Sin escolaridad,962.64594,0,0,Baja California Sur
03,2013,Ambos,6 - 11,Todos,81165.711,0,0,Baja California Sur
03,2013,Ambos,65 +,Licenciatura o más,3536.4146,0,0,Baja California Sur
03,2013,Ambos,65 +,No determinado,,0,,Baja California Sur
03,2013,Ambos,65 +,Preparatoria,1509.3888,0,0,Baja California Sur
03,2013,Ambos,65 +,Primaria,17445.59,0,0,Baja California Sur
03,2013,Ambos,65 +,Secundaria,4348.8711,1,22.994473,Baja California Sur
03,2013,Ambos,65 +,Sin escolaridad,5166.7275,1,19.35461,Baja California Sur
03,2013,Ambos,65 +,Todos,32228.258,2,6.2057343,Baja California Sur
03,2013,Ambos,Todos,Licenciatura o más,106575.95,3,2.814894,Baja California Sur
03,2013,Ambos,Todos,No determinado,,6,,Baja California Sur
03,2013,Ambos,Todos,Preparatoria,139161.94,7,5.0301108,Baja California Sur
03,2013,Ambos,Todos,Primaria,202336.53,9,4.4480352,Baja California Sur
03,2013,Ambos,Todos,Secundaria,180108.47,11,6.1074309,Baja California Sur
03,2013,Ambos,Todos,Sin escolaridad,40424.566,1,2.4737432,Baja California Sur
03,2013,Ambos,Todos,Todos,705868.81,47,6.6584611,Baja California Sur
03,2013,Hombre,0 - 5,No determinado,,0,,Baja California Sur
03,2013,Hombre,0 - 5,Sin escolaridad,20457.883,0,0,Baja California Sur
03,2013,Hombre,0 - 5,Todos,40980.262,0,0,Baja California Sur
03,2013,Hombre,12 - 15,No determinado,,0,,Baja California Sur
03,2013,Hombre,12 - 15,Preparatoria,531.53204,0,0,Baja California Sur
03,2013,Hombre,12 - 15,Primaria,11020.722,0,0,Baja California Sur
03,2013,Hombre,12 - 15,Secundaria,14719.363,0,0,Baja California Sur
03,2013,Hombre,12 - 15,Sin escolaridad,58.413761,0,0,Baja California Sur
03,2013,Hombre,12 - 15,Todos,26407.801,0,0,Baja California Sur
03,2013,Hombre,16 - 18,Licenciatura o más,202.73828,0,0,Baja California Sur
03,2013,Hombre,16 - 18,No determinado,,0,,Baja California Sur
03,2013,Hombre,16 - 18,Preparatoria,10072.334,0,0,Baja California Sur
03,2013,Hombre,16 - 18,Primaria,1685.1824,1,59.340759,Baja California Sur
03,2013,Hombre,16 - 18,Secundaria,7365.563,0,0,Baja California Sur
03,2013,Hombre,16 - 18,Sin escolaridad,91.072159,0,0,Baja California Sur
03,2013,Hombre,16 - 18,Todos,19438.313,1,5.1444793,Baja California Sur
03,2013,Hombre,19 - 25,Licenciatura o más,9790.6035,0,0,Baja California Sur
03,2013,Hombre,19 - 25,No determinado,,0,,Baja California Sur
03,2013,Hombre,19 - 25,Preparatoria,16207.076,0,0,Baja California Sur
03,2013,Hombre,19 - 25,Primaria,5095.1484,3,58.879539,Baja California Sur
03,2013,Hombre,19 - 25,Secundaria,13791.913,1,7.2506256,Baja California Sur
03,2013,Hombre,19 - 25,Sin escolaridad,528.77301,0,0,Baja California Sur
03,2013,Hombre,19 - 25,Todos,45482.543,4,8.7945833,Baja California Sur
03,2013,Hombre,26 - 40,Licenciatura o más,22201.051,0,0,Baja California Sur
03,2013,Hombre,26 - 40,No determinado,,1,,Baja California Sur
03,2013,Hombre,26 - 40,Preparatoria,24018.621,4,16.653746,Baja California Sur
03,2013,Hombre,26 - 40,Primaria,16327.245,0,0,Baja California Sur
03,2013,Hombre,26 - 40,Secundaria,27603.426,3,10.868217,Baja California Sur
03,2013,Hombre,26 - 40,Sin escolaridad,1817.7959,0,0,Baja California Sur
03,2013,Hombre,26 - 40,Todos,92193.766,10,10.846721,Baja California Sur
03,2013,Hombre,41 - 64,Licenciatura o más,17366.398,2,11.516493,Baja California Sur
03,2013,Hombre,41 - 64,No determinado,,2,,Baja California Sur
03,2013,Hombre,41 - 64,Preparatoria,14150.563,3,21.200571,Baja California Sur
03,2013,Hombre,41 - 64,Primaria,22486.869,2,8.8940792,Baja California Sur
03,2013,Hombre,41 - 64,Secundaria,20871.434,2,9.5824757,Baja California Sur
03,2013,Hombre,41 - 64,Sin escolaridad,3031.4839,0,0,Baja California Sur
03,2013,Hombre,41 - 64,Todos,78089.891,14,17.928057,Baja California Sur
03,2013,Hombre,6 - 11,No determinado,,0,,Baja California Sur
03,2013,Hombre,6 - 11,Primaria,32356.203,0,0,Baja California Sur
03,2013,Hombre,6 - 11,Sin escolaridad,571.69086,0,0,Baja California Sur
03,2013,Hombre,6 - 11,Todos,41562.48,0,0,Baja California Sur
03,2013,Hombre,65 +,Licenciatura o más,2426.7285,0,0,Baja California Sur
03,2013,Hombre,65 +,No determinado,,0,,Baja California Sur
03,2013,Hombre,65 +,Preparatoria,824.47729,0,0,Baja California Sur
03,2013,Hombre,65 +,Primaria,7853.1865,0,0,Baja California Sur
03,2013,Hombre,65 +,Secundaria,2172.1938,1,46.036407,Baja California Sur
03,2013,Hombre,65 +,Sin escolaridad,2321.4587,1,43.076363,Baja California Sur
03,2013,Hombre,65 +,Todos,15699.903,2,12.738932,Baja California Sur
03,2013,Hombre,Todos,Licenciatura o más,56464.242,2,3.5420647,Baja California Sur
03,2013,Hombre,Todos,No determinado,,3,,Baja California Sur
03,2013,Hombre,Todos,Preparatoria,70579.055,7,9.9179564,Baja California Sur
03,2013,Hombre,Todos,Primaria,101399.26,6,5.9172029,Baja California Sur
03,2013,Hombre,Todos,Secundaria,92494.352,7,7.5680299,Baja California Sur
03,2013,Hombre,Todos,Sin escolaridad,19608.209,1,5.099905,Baja California Sur
03,2013,Hombre,Todos,Todos,359854.97,35,9.726141,Baja California Sur
03,2013,Mujer,0 - 5,No determinado,,0,,Baja California Sur
03,2013,Mujer,0 - 5,Sin escolaridad,20658.574,0,0,Baja California Sur
03,2013,Mujer,0 - 5,Todos,38998.23,0,0,Baja California Sur
03,2013,Mujer,12 - 15,No determinado,,0,,Baja California Sur
03,2013,Mujer,12 - 15,Preparatoria,639.03491,0,0,Baja California Sur
03,2013,Mujer,12 - 15,Primaria,9533.6426,1,10.48917,Baja California Sur
03,2013,Mujer,12 - 15,Secundaria,14960.124,1,6.6844368,Baja California Sur
03,2013,Mujer,12 - 15,Sin escolaridad,94.202065,0,0,Baja California Sur
03,2013,Mujer,12 - 15,Todos,25316.262,2,7.9000607,Baja California Sur
03,2013,Mujer,16 - 18,Licenciatura o más,237.88791,0,0,Baja California Sur
03,2013,Mujer,16 - 18,No determinado,,0,,Baja California Sur
03,2013,Mujer,16 - 18,Preparatoria,10911.53,0,0,Baja California Sur
03,2013,Mujer,16 - 18,Primaria,1074.4437,0,0,Baja California Sur
03,2013,Mujer,16 - 18,Secundaria,6276.73,0,0,Baja California Sur
03,2013,Mujer,16 - 18,Sin escolaridad,98.818497,0,0,Baja California Sur
03,2013,Mujer,16 - 18,Todos,18647.912,0,0,Baja California Sur
03,2013,Mujer,19 - 25,Licenciatura o más,11714.978,0,0,Baja California Sur
03,2013,Mujer,19 - 25,No determinado,,0,,Baja California Sur
03,2013,Mujer,19 - 25,Preparatoria,16102.2,0,0,Baja California Sur
03,2013,Mujer,19 - 25,Primaria,3740.1016,1,26.737242,Baja California Sur
03,2013,Mujer,19 - 25,Secundaria,11485.05,1,8.7069712,Baja California Sur
03,2013,Mujer,19 - 25,Sin escolaridad,457.60208,0,0,Baja California Sur
03,2013,Mujer,19 - 25,Todos,43517.25,2,4.5958786,Baja California Sur
03,2013,Mujer,26 - 40,Licenciatura o más,22582.131,1,4.4282799,Baja California Sur
03,2013,Mujer,26 - 40,No determinado,,2,,Baja California Sur
03,2013,Mujer,26 - 40,Preparatoria,23967.533,0,0,Baja California Sur
03,2013,Mujer,26 - 40,Primaria,13811.8,1,7.2401862,Baja California Sur
03,2013,Mujer,26 - 40,Secundaria,26110.559,2,7.6597366,Baja California Sur
03,2013,Mujer,26 - 40,Sin escolaridad,1559.9445,0,0,Baja California Sur
03,2013,Mujer,26 - 40,Todos,88158.734,6,6.8059053,Baja California Sur
03,2013,Mujer,41 - 64,Licenciatura o más,11636.782,0,0,Baja California Sur
03,2013,Mujer,41 - 64,No determinado,,1,,Baja California Sur
03,2013,Mujer,41 - 64,Preparatoria,12498.688,0,0,Baja California Sur
03,2013,Mujer,41 - 64,Primaria,25576.768,0,0,Baja California Sur
03,2013,Mujer,41 - 64,Secundaria,21461.389,0,0,Baja California Sur
03,2013,Mujer,41 - 64,Sin escolaridad,3845.7278,0,0,Baja California Sur
03,2013,Mujer,41 - 64,Todos,75243.859,1,1.3290122,Baja California Sur
03,2013,Mujer,6 - 11,No determinado,,0,,Baja California Sur
03,2013,Mujer,6 - 11,Primaria,31269.967,0,0,Baja California Sur
03,2013,Mujer,6 - 11,Sin escolaridad,395.80392,0,0,Baja California Sur
03,2013,Mujer,6 - 11,Todos,39603.234,0,0,Baja California Sur
03,2013,Mujer,65 +,Licenciatura o más,1101.2844,0,0,Baja California Sur
03,2013,Mujer,65 +,No determinado,,0,,Baja California Sur
03,2013,Mujer,65 +,Preparatoria,685.27618,0,0,Baja California Sur
03,2013,Mujer,65 +,Primaria,9588.1123,0,0,Baja California Sur
03,2013,Mujer,65 +,Secundaria,2190.3113,0,0,Baja California Sur
03,2013,Mujer,65 +,Sin escolaridad,2845.0745,0,0,Baja California Sur
03,2013,Mujer,65 +,Todos,16528.355,0,0,Baja California Sur
03,2013,Mujer,Todos,Licenciatura o más,50128.934,1,1.9948559,Baja California Sur
03,2013,Mujer,Todos,No determinado,,3,,Baja California Sur
03,2013,Mujer,Todos,Preparatoria,68581.664,0,0,Baja California Sur
03,2013,Mujer,Todos,Primaria,100917.41,3,2.9727278,Baja California Sur
03,2013,Mujer,Todos,Secundaria,87627.461,4,4.5647793,Baja California Sur
03,2013,Mujer,Todos,Sin escolaridad,20804.896,0,0,Baja California Sur
03,2013,Mujer,Todos,Todos,346013.84,12,3.4680693,Baja California Sur
03,2014,Ambos,0 - 5,No determinado,,0,,Baja California Sur
03,2014,Ambos,0 - 5,Sin escolaridad,41291.152,0,0,Baja California Sur
03,2014,Ambos,0 - 5,Todos,81462.664,0,0,Baja California Sur
03,2014,Ambos,12 - 15,No determinado,,0,,Baja California Sur
03,2014,Ambos,12 - 15,Preparatoria,1190.5469,0,0,Baja California Sur
03,2014,Ambos,12 - 15,Primaria,20040.783,1,4.9898248,Baja California Sur
03,2014,Ambos,12 - 15,Secundaria,31335.547,0,0,Baja California Sur
03,2014,Ambos,12 - 15,Sin escolaridad,157.76091,0,0,Baja California Sur
03,2014,Ambos,12 - 15,Todos,52855.73,1,1.8919425,Baja California Sur
03,2014,Ambos,16 - 18,Licenciatura o más,489.84415,0,0,Baja California Sur
03,2014,Ambos,16 - 18,No determinado,,0,,Baja California Sur
03,2014,Ambos,16 - 18,Preparatoria,22368.943,1,4.4704838,Baja California Sur
03,2014,Ambos,16 - 18,Primaria,2585.657,0,0,Baja California Sur
03,2014,Ambos,16 - 18,Secundaria,13239.18,3,22.660015,Baja California Sur
03,2014,Ambos,16 - 18,Sin escolaridad,199.35004,0,0,Baja California Sur
03,2014,Ambos,16 - 18,Todos,38919.848,4,10.277533,Baja California Sur
03,2014,Ambos,19 - 25,Licenciatura o más,22460.232,0,0,Baja California Sur
03,2014,Ambos,19 - 25,No determinado,,3,,Baja California Sur
03,2014,Ambos,19 - 25,Preparatoria,33865.953,3,8.8584547,Baja California Sur
03,2014,Ambos,19 - 25,Primaria,8482.4102,7,82.523712,Baja California Sur
03,2014,Ambos,19 - 25,Secundaria,25522.318,3,11.754418,Baja California Sur
03,2014,Ambos,19 - 25,Sin escolaridad,881.79254,1,113.40536,Baja California Sur
03,2014,Ambos,19 - 25,Todos,91285.18,17,18.622957,Baja California Sur
03,2014,Ambos,26 - 40,Licenciatura o más,46492.328,2,4.301785,Baja California Sur
03,2014,Ambos,26 - 40,No determinado,,4,,Baja California Sur
03,2014,Ambos,26 - 40,Preparatoria,50320.777,12,23.847008,Baja California Sur
03,2014,Ambos,26 - 40,Primaria,30464.15,13,42.673107,Baja California Sur
03,2014,Ambos,26 - 40,Secundaria,54817.008,17,31.012272,Baja California Sur
03,2014,Ambos,26 - 40,Sin escolaridad,3147.4097,0,0,Baja California Sur
03,2014,Ambos,26 - 40,Todos,185502.78,50,26.953773,Baja California Sur
03,2014,Ambos,41 - 64,Licenciatura o más,30038.365,1,3.3290761,Baja California Sur
03,2014,Ambos,41 - 64,No determinado,,0,,Baja California Sur
03,2014,Ambos,41 - 64,Preparatoria,29077.268,4,13.756451,Baja California Sur
03,2014,Ambos,41 - 64,Primaria,49178.781,3,6.1001921,Baja California Sur
03,2014,Ambos,41 - 64,Secundaria,45717.516,4,8.749382,Baja California Sur
03,2014,Ambos,41 - 64,Sin escolaridad,7119.8765,1,14.045188,Baja California Sur
03,2014,Ambos,41 - 64,Todos,161515.28,15,9.2870474,Baja California Sur
03,2014,Ambos,6 - 11,No determinado,,0,,Baja California Sur
03,2014,Ambos,6 - 11,Primaria,65601.125,0,0,Baja California Sur
03,2014,Ambos,6 - 11,Sin escolaridad,899.18591,0,0,Baja California Sur
03,2014,Ambos,6 - 11,Todos,83015.773,0,0,Baja California Sur
03,2014,Ambos,65 +,Licenciatura o más,3745.4937,1,26.69875,Baja California Sur
03,2014,Ambos,65 +,No determinado,,0,,Baja California Sur
03,2014,Ambos,65 +,Preparatoria,1666.0509,0,0,Baja California Sur
03,2014,Ambos,65 +,Primaria,18209.084,1,5.4917645,Baja California Sur
03,2014,Ambos,65 +,Secundaria,4803.0444,1,20.820127,Baja California Sur
03,2014,Ambos,65 +,Sin escolaridad,5470.7554,0,0,Baja California Sur
03,2014,Ambos,65 +,Todos,34136.805,3,8.7881689,Baja California Sur
03,2014,Ambos,Todos,Licenciatura o más,110350.55,4,3.6248121,Baja California Sur
03,2014,Ambos,Todos,No determinado,,7,,Baja California Sur
03,2014,Ambos,Todos,Preparatoria,147404.73,20,13.568086,Baja California Sur
03,2014,Ambos,Todos,Primaria,205322.48,25,12.175968,Baja California Sur
03,2014,Ambos,Todos,Secundaria,186531.13,28,15.0109,Baja California Sur
03,2014,Ambos,Todos,Sin escolaridad,40962.254,2,4.882544,Baja California Sur
03,2014,Ambos,Todos,Todos,728694.06,92,12.625326,Baja California Sur
